,Tipo,Propiedad,Acción,Habitaciones,Baños,Parqueaderos,Área construída,Área privada,Estrato,Estado,Piso N°,Antigüedad,Administración,Precio m²,Dirección,Barrio,Ciudad,Departamento,Características,Precio (COP),Descripción general,Código Fincaraíz,No. Fotos,Fecha Sacada,Fecha Publicada,Enlace
35,Usado,Apartamento,venta,3.0,2,1,101 ,95 ,4,,7,9 a 15 años,435.000 COP,"5.049.504,95",Calle 152B # 72 - 52,El plan,Bogotá,"Bogotá, d.c.","['Ascensor', 'Circuito cerrado de TV', 'En conjunto cerrado', 'Garaje(s)', 'Gimnasio', 'Jardín', 'Balcón', 'Baño Auxiliar', 'Calentador', 'Chimenea', 'Citófono', 'Cocina Integral']",510.000.000,"EXCELENTE APARTAMENTO DE 101 MTS2 CONTRUIDOS, 95 MTS2 PRIVADOS,7o PISO,ASCENSOR POR TORRE, DISTRIBUIDO EN TRES ALCOBAS,LA PRINCIPAL CON BAÑO PRIVADO ,VESTIER Y BALCÓN, BAÑO AUXILIAR ALCOBAS, ESTUDIO AMPLIO CON ESCRITORIO, SALA COMEDOR CON CHIMENEA CENTRAL A GAS,BALCON GRANDE ,COCINA INTEGRAL DOBLE MESON , LA ZONA DE LAVADO DE VAJILLA ES INDEPENDIENTE , ZONA DE LAVANDERÍA INDEPENDIENTE, PISOS DE MADERA LAMINADA, UN GARAJE CUBIERTO INDEPENDIENTE Y DEPOSITO EN EL MISMO PARQUEADERO, RECEPCION 24/7",10008252.0,20,2023-01-27 11:46:16.261409,,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/el-plan/bogota/10008252
36,Loft,Apartamento,venta,3.0,2,2,79 ,79 ,4,,2,1 a 8 años,290.000 COP,"5.949.367,09",Carrera 75 # 150 - 50,El plan,Bogotá,"Bogotá, d.c.","['Ascensor', 'Cancha de Squash', 'Circuito cerrado de TV', 'En conjunto cerrado', 'Garaje(s)', 'Gimnasio', 'Balcón', 'Baño Auxiliar', 'Cocina Integral', 'Cocina tipo Americano', 'Depósito / Bodega', 'Estudio']",470.000.000,"Apartamento ubicado en el conjunto residencial Guayacanes, cuenta con dos balcones, sala comedor, cocina integral, dos baños, espacio para estudio y deposito amplio. El conjunto residencial cuenta con piscina, salones de eventos, zona bbq, cancha squash y gimnasio.",10001518.0,9,2023-01-27 11:46:17.219320,,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/el-plan/bogota/10001518
37,Usado,Casa,venta,7.0,4,,432 ,0 ,2,,4,,No definida,"856.481,48",DG 60 Sur # 80 - 20,Bosa,Bogotá,"Bogotá, d.c.",,370.000.000,"Gran oportunidad casa rentable en venta. Primer piso consta de local con baño, cocina y habitación; apartamento con dos habitaciones, baño y cocina. Segundo piso 2 apartamentos con 2 habitaciones, baño y concina. Tercer piso es salón comunal. Cuarto piso terraza. Mayor información 350 794 5607.",10009336.0,20,2023-01-27 11:46:18.086377,,https://www.fincaraiz.com.co/inmueble/casa-en-venta/bosa/bogota/10009336
38,Usado,Casa,venta,3.0,3,2,111 ,110 ,5,Excelente,1,9 a 15 años,455.000 COP,"4.500.891,89",Calle 139 N. 72 28,Atenas,Bogotá,"Bogotá, d.c.","['Circuito cerrado de TV', 'En conjunto cerrado', 'Garaje(s)', 'Jardín', 'Parqueadero Visitantes', 'Portería / Recepción', 'Balcón', 'Baño Auxiliar', 'Calentador', 'Chimenea', 'Citófono', 'Cocina Integral']",499.599.000,Espectacular Casa en Conjunto Cerrado  amplios espacios   estado de conservación optimo  cerca al centro comercial parque colina club de carabineros de la policía  sector exclusivo al norte de la ciudad,7847361.0,12,2023-01-27 11:46:18.961860,,https://www.fincaraiz.com.co/inmueble/casa-en-venta/atenas/bogota/7847361
39,Usado,Apartamento,venta,3.0,2,,60 ,0 ,3,,1,,140.000 COP,"3.466.666,67",Calle 157C # 91 - 86,Tuna alta,Bogotá,"Bogotá, d.c.",,208.000.000,"Apartamento remodelado con cortinas , iluminado y bien ubicado",10006500.0,8,2023-01-27 11:46:19.832181,,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/tuna-alta/bogota/10006500
40,Usado,Apartamento,venta,2.0,1,,45 ,42 ,3,,6,1 a 8 años,No definida,"3.222.222,22",Calle 161 # 91 - 34,Tuna alta,Bogotá,"Bogotá, d.c.","['Cocina Integral', 'Instalación de gas', 'Piso en Baldosa /  Mármol', 'Zona de lavandería', 'Circuito cerrado de TV', 'En conjunto cerrado', 'Garaje(s)', 'Gimnasio', 'Jardín', 'Parqueadero Visitantes', 'Portería / Recepción', 'Salón Comunal']",145.000.000,"Apartamento en perfecto estado que se encuentra en conjunto cerrado con vigilancia las 24 horas y circuito cerrado de vigilancia. Amplias y espectaculares zonas verdes y comunes. cuenta con 2 accesos, uno peatonal y otro vehiculas, el vehicular se encuentra en la antigua via a la conejera que conecta directamente a la calle 170 y al barrio casa blanca, la entrada peatonal es sobre calle 162 en donde se tiene acceso al sistema integrado de transporte, alimentadores con acceso al portal suba a 10.",10007539.0,9,2023-01-27 11:46:20.757903,,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/tuna-alta/bogota/10007539
41,Usado,Apartamento,venta,4.0,2,1,105 ,0 ,4,,5,,No definida,"3.523.809,52",Carrera 92 # 152A - 50,Tuna alta,Bogotá,"Bogotá, d.c.",,370.000.000,"Hermoso apartamento en suba de 1o5m, apartamento duplex, primer piso cocina integral, zona de ropas, sala comedor, baño social y 3 habitaciones, segundo piso alcoba principal con baño privado, estudio y balcón con excelente vista e iluminación. Tiene parqueadero cubierto y depósito, Cuenta con vías de acceso cerca como la avenida Cali la avenida suba y la carrera 92 parada del alimentador pinar frente al caí de pinar. Precio negociable",10008012.0,20,2023-01-27 11:46:21.638920,,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/tuna-alta/bogota/10008012
42,Usado,Apartamento,venta,3.0,2,,58 ,58 ,3,,4,16 a 30 años,1.570.000 COP,"2.844.827,59",Carrera 91 # 157B - 82,Tuna alta,Bogotá,"Bogotá, d.c.","['En conjunto cerrado', 'Jardín', 'Parqueadero Visitantes', 'Portería / Recepción', 'Salón Comunal', 'Vigilancia', 'Calentador', 'Citófono', 'Cocina Integral', 'Instalación de gas', 'Piso en Baldosa /  Mármol', 'Zona de lavandería']",165.000.000,"Bonito, Iluminado vista exterior,lugar tranquilo cerca de colegios parques",10003980.0,9,2023-01-27 11:46:22.515053,,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/tuna-alta/bogota/10003980
43,Usado,Apartamento,venta,2.0,2,,42 ,0 ,4,Bueno,2,16 a 30 años,112.000 COP,"5.357.142,86",Colinas de Cantabria 2,El plan,Bogotá,"Bogotá, d.c.",,225.000.000,"Hermoso apartamento en 1 piso elevando. Vista interior del conjunto. Consta de 2 habitaciones con armario. 2 baños; uno completo el otro auxiliar. Cocina integral. Zona de lavandería independiente. Piso laminado. Cuenta con depósito. No tiene parqueadero.  Muy bien ubicado cerca a Bancos, Carulla, Éxito, Colina, CC Colina, SITP, Transmilenio. Más info por WA.",7732625.0,7,2023-01-27 11:46:23.386255,,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/el-plan/bogota/7732625
44,Usado,Apartamento,venta,3.0,2,2,86 ,79 ,4,,16,1 a 8 años,372.600 COP,"6.279.069,77",Carrera 75 # 150 - 50,El plan,Bogotá,"Bogotá, d.c.","['Ascensor', 'Cancha de Squash', 'Circuito cerrado de TV', 'En conjunto cerrado', 'Garaje(s)', 'Gimnasio', 'Balcón', 'Baño Auxiliar', 'Calentador', 'Citófono', 'Cocina Integral', 'Depósito / Bodega']",540.000.000,"Hermoso Apartamento de 86 mts construidos, 79 privados, conjunto cerrado club house, Distribuido en sala comedor integrada con balcón y linda vista, Cocina integral cerrada y zona de lavandería independiente, Estudio o sala tv, 3 habitaciones, la principal con walk-in closet, baño y balcón, baño auxiliar alcobas. piscina, Gym, squash, Bbq , 3 salas de coworking, 2 salones sociales, salón lúdico. Calle cerrada,  2 parqueaderos, deposito, Recepción 24 horas. Cerca centro comercial parque Colina.",10007991.0,20,2023-01-27 11:46:24.263377,,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/el-plan/bogota/10007991
45,Usado,Apartamento,venta,3.0,3,2,107 ,107 ,4,,6,9 a 15 años,320.000 COP,"4.906.542,06",Calle 152B # 72 - 51,El plan,Bogotá,"Bogotá, d.c.","['Ascensor', 'Cancha de Squash', 'En conjunto cerrado', 'Garaje(s)', 'Gimnasio', 'Parqueadero Visitantes', 'Balcón', 'Calentador', 'Citófono', 'Cocina Integral', 'Cocina tipo Americano', 'Depósito / Bodega']",525.000.000,"Hermoso apartamento en el conjunto residencial Torres de Sevilla 1, en Colina Campestre, Bogotá. Cuenta con 107 m2 de área compuesta por tres habitaciones, tres baños, sala-comedor espacioso con chimenea, balcón amplio, zona de ropas y cocina integral. Se adaptó el cuarto de servicio como estudio. Tiene además dos parqueaderos en línea y un gran depósito. El conjunto cuenta con portería, piscina, gimnasio, dos salones sociales y canchas de squash.",10000029.0,18,2023-01-27 11:46:25.148393,,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/el-plan/bogota/10000029
46,Usado,Apartamento,venta,3.0,2,2,"90,5 ",0 ,4,,6,9 a 15 años,308.000 COP,"5.635.359,12",Calle 152B # 72 - 91,El plan,Bogotá,"Bogotá, d.c.","['Ascensor', 'En conjunto cerrado', 'Garaje(s)', 'Gimnasio', 'Parqueadero Visitantes', 'Portería / Recepción', 'Balcón', 'Calentador', 'Citófono', 'Cocina Integral', 'Estudio', 'Hall de Alcobas']",510.000.000,"Espectacular apartamento con puerta principal de seguridad, cerca a cc colina, Exito y clínica colina. El edificio cuenta con área de gimnasio, áreas verdes, salón comunal, parqueadero visitantes y área para niños.",10006528.0,13,2023-01-27 11:46:26.019289,,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/el-plan/bogota/10006528
47,Usado,Apartamento,venta,2.0,2,,45 ,0 ,0,,,,No definida,"2.333.333,33",Kra 4   136 a 80 sur,Bosques de Bogotá,Bogotá,Cundinamarca,,105.000.000,Apto ubicado en ciudadela usme antigüedad 10 años En conjunto residencial,7820077.0,6,2023-01-27 11:46:26.894778,,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/bosques-de-bogota/bogota/7820077
48,Usado,Casa,venta,6.0,4,1,192 ,0 ,2,,4,,No definida,1.953.125,AK 80 # 59 - 67 Sur,Bosa,Bogotá,"Bogotá, d.c.",,375.000.000,"Casa rentable de 4 pisos, se acepta permuta por inmueble en clima caliente. Primer piso consta de garaje, 2 habitaciones y un baño. Segundo piso 2 habitaciones, sala – comedor, cocina, baño y zona de lavandería. Tercer piso cocina, baño, una habitación, comedor y sala con chimenea. Cuarto piso habitación principal, estudio, depósito y sala. Quinto piso terraza. Mayor información 350 794 5607.",10009331.0,20,2023-01-27 11:46:27.770476,,https://www.fincaraiz.com.co/inmueble/casa-en-venta/bosa/bogota/10009331
49,Usado,Casa,venta,7.0,4,1,230 ,0 ,2,,3,16 a 30 años,No definida,"1.956.521,74",Carrera 80B # 59 - 12 Sur,Bosa,Bogotá,"Bogotá, d.c.",['Sobre vía principal'],450.000.000,"CASA DE 4 PISOS CON APARTAMENTOS INDEPENDIENTES
Primer piso: 2 habitaciones, cocina, 1 baño y sala comedor, Garaje y baño adicional. 
Segundo piso: 2 habitaciones, sala comedor y estudio, cocina y baño. 
Tercer piso: 2 habitaciones, sala comedor, patio pequeño con asador, cocina y baño. 
Cuarto piso: terraza y un atico en madera. 
Precio Negociable - Excelente ubicación",10000721.0,14,2023-01-27 11:46:28.682072,,https://www.fincaraiz.com.co/inmueble/casa-en-venta/bosa/bogota/10000721
50,Usado,Apartamento,venta,3.0,2,Código Fincaraíz: 10001997,130 ,130 ,5,,3,16 a 30 años,525.000 COP,"4.846.153,85",Carrera 9B # 134B - 34,Lisboa,Bogotá,"Bogotá, d.c.","['Circuito cerrado de TV', 'Vigilancia', 'Baño Auxiliar', 'Calentador', 'Chimenea', 'Cocina Integral', 'Cuarto de servicio', 'Instalación de gas', 'Zona de lavandería', 'Colegios / Universidades', 'Parques cercanos', 'Supermercados / C.Comerciales']",630.000.000,"Hermoso apartamento remodelado con excelente distribución y areas amplias.  Sala-comedor con chimenea, cocina integral, zona de ropas con ventilación natural. Cuarto y baño de servicio.  Alcoba ppal con walking closet y baño privado.  Dos alcobas  de muy buen tamaño cada una con su closet.  Baño completo para las alcobas auxiliares y area social. Star de TV.  2 Parqueaderos en linea.  Tiene una ubicación ideal, a una cuadra esta la Calle 147, el Exito Wow, los Cobos, a cuadra la Cra 9.",10001997.0,17,2023-01-27 11:47:34.598256,,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/lisboa/bogota/10001997
51,Usado,Apartamento,venta,3.0,3,2,92 ,90 ,5,,2,1 a 8 años,700.000 COP,"4.891.304,35",KR 10A # 134B - 23,Lisboa,Bogotá,"Bogotá, d.c.","['Ascensor', 'Circuito cerrado de TV', 'Garaje(s)', 'Gimnasio', 'Jardín', 'Parqueadero Visitantes', 'Baño Auxiliar', 'Barra estilo americano', 'Chimenea', 'Citófono', 'Cocina Integral', 'Cocina tipo Americano']",450.000.000,"Excelente apartamento, 90 metros , apartamento y  edificio modernos, buenos acabados, con ascensor, salón comunal, magnífica iluminación en todas las áreas del apartamento, sala comedor amplia, baños amplios, ppal con tina y closet independiente, alcobas amplias, closet de pared a pared, zona de lavanderia independiente, dos parqueaderos, jardín interior da a las habitaciones, parqueaderos de visitantes, vigilancia 24 horas, camaras se seguridad en todas las áreas del edificio.",10003150.0,18,2023-01-27 11:47:35.503041,,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/lisboa/bogota/10003150
52,Usado,Apartamento,venta,3.0,3,2,"90,5 ","87,25 ",5,,2,1 a 8 años,685.000 COP,"4.917.127,07",Carrera 10A # 134B - 19,Lisboa,Bogotá,"Bogotá, d.c.","['Ascensor', 'Circuito cerrado de TV', 'Garaje(s)', 'Gimnasio', 'Planta Eléctrica', 'Salón Comunal', 'Baño Auxiliar', 'Calentador', 'Chimenea', 'Citófono', 'Cocina Integral', 'Cocina tipo Americano']",445.000.000,"Excelente ubicacion, buena iluminacion en todas las areas incluida habitaciones , baños amplios, closeres de pared a pared, baño principal con tina y walk-in closet, cocina abierta moderna zona de lavanderia independientes, baño social grande, sala comedor con chimenea, edificio cuenta con ascensor, salon comunal vigilancia 24 horas.  2 parqueaderos en linea, deposito
Cerca a menos 100 mts del parques zon residencial",10003907.0,16,2023-01-27 11:47:36.398977,,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/lisboa/bogota/10003907
53,Usado,Casa,venta,7.0,4,,432 ,0 ,2,,4,,No definida,"856.481,48",DG 60 Sur # 80 - 20,Bosa,Bogotá,"Bogotá, d.c.",,370.000.000,"Gran oportunidad casa rentable en venta. Primer piso consta de local con baño, cocina y habitación; apartamento con dos habitaciones, baño y cocina. Segundo piso 2 apartamentos con 2 habitaciones, baño y concina. Tercer piso es salón comunal. Cuarto piso terraza. Mayor información 350 794 5607.",10009336.0,20,2023-01-27 11:47:37.287478,,https://www.fincaraiz.com.co/inmueble/casa-en-venta/bosa/bogota/10009336
54,Usado,Casa,venta,6.0,3,,135 ,135 ,2,,3,16 a 30 años,No definida,2.000.000,Calle 59A Sur # 23B - 24,El chircal sur,Bogotá,"Bogotá, d.c.","['Vivienda Multifamiliar', 'Cocina Integral', 'Instalación de gas', 'Zona de lavandería', 'Colegios / Universidades', 'Parques cercanos', 'Supermercados / C.Comerciales', 'Trans. Público cercano', 'Zona Residencial']",270.000.000,"Casa familiar en excelente estado, únicos dueños, Oportunidad de negocio, la casa cuenta con 6 habitaciones, 3 pisos, toda terminada, iluminada con cocina integral, el piso 3 tiene su propio lugar de ropas, cocina y baño. Papeles al día.  Cerca al portal tunal (segunda parada alimentador de Transmilenio), acceso Av. principal Villavicencio, y Av. Boyacá, parque metropolitano el tunal, casa en vía peatonal",10005755.0,6,2023-01-27 11:47:38.167371,,https://www.fincaraiz.com.co/inmueble/casa-en-venta/el-chircal-sur/bogota/10005755
55,Usado,Apartamento,venta,4.0,2,1,105 ,0 ,4,,5,,No definida,"3.523.809,52",Carrera 92 # 152A - 50,Tuna alta,Bogotá,"Bogotá, d.c.",,370.000.000,"Hermoso apartamento en suba de 1o5m, apartamento duplex, primer piso cocina integral, zona de ropas, sala comedor, baño social y 3 habitaciones, segundo piso alcoba principal con baño privado, estudio y balcón con excelente vista e iluminación. Tiene parqueadero cubierto y depósito, Cuenta con vías de acceso cerca como la avenida Cali la avenida suba y la carrera 92 parada del alimentador pinar frente al caí de pinar. Precio negociable",10008012.0,20,2023-01-27 11:47:39.100283,,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/tuna-alta/bogota/10008012
56,Usado,Apartamento,venta,3.0,2,,58 ,58 ,3,,4,16 a 30 años,1.570.000 COP,"2.844.827,59",Carrera 91 # 157B - 82,Tuna alta,Bogotá,"Bogotá, d.c.","['En conjunto cerrado', 'Jardín', 'Parqueadero Visitantes', 'Portería / Recepción', 'Salón Comunal', 'Vigilancia', 'Calentador', 'Citófono', 'Cocina Integral', 'Instalación de gas', 'Piso en Baldosa /  Mármol', 'Zona de lavandería']",165.000.000,"Bonito, Iluminado vista exterior,lugar tranquilo cerca de colegios parques",10003980.0,9,2023-01-27 11:47:39.992894,,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/tuna-alta/bogota/10003980
57,Usado,Apartamento,venta,2.0,2,1,60 ,60 ,4,Bueno,1,9 a 15 años,190.000 COP,"4.833.333,33",Cra 54  152 A 50,Mazuren,Bogotá,"Bogotá, d.c.","['Ascensor', 'En conjunto cerrado', 'Garaje(s)', 'Gimnasio', 'Parqueadero Visitantes', 'Portería / Recepción', 'Salón Comunal', 'Salón de Juegos', 'Terraza', 'Zona Infantil', 'Balcón', 'Calentador']",290.000.000,"Vendo bonito Apartamento en Mazuren, 60 mt, 2 habitaciones, principal amplia con vestier y balcon. 2 baños, sala comedor independiente, cocina y area ropas. Garaje descubierto. Deposito. Ubicado en primer piso, sobre garajes, tranquilo con vista interior al oriente, entra sol de la mañana. Conjunto cerrado. Gimnasio.Venta directa con cita previa.",7765301.0,18,2023-01-27 11:47:40.888366,,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/mazuren/bogota/7765301
58,Usado,Apartamento,venta,3.0,4,2,98 ,0 ,5,,3,9 a 15 años,662.000 COP,"5.816.326,53",Calle 136 # 16 - 60,El contador,Bogotá,"Bogotá, d.c.","['Ascensor', 'Circuito cerrado de TV', 'En conjunto cerrado', 'Parqueadero Visitantes', 'Portería / Recepción', 'Salón Comunal', 'Balcón', 'Baño Auxiliar', 'Barra estilo americano', 'Calentador', 'Chimenea', 'Citófono']",570.000.000,"Hermoso apartamento de 98.2 m2 con baño privado en cada habitación. Ubicado en un piso tercero con vista posterior y lateral. Zona social con sala y comedor independientes, balcón y chimenea funcional a leña, baño social, cocina abierta con barra tipo americano con excelentes espacios de almacenamiento, acabados modernos y zona de lavandería. Espacio para estudio y tres habitaciones con baño privado cada una. Además, cuenta con dos parqueaderos en línea y un depósito.",10004858.0,18,2023-01-27 11:47:41.827457,,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/el-contador/bogota/10004858
59,Usado,Apartamento,venta,3.0,2,1,76 ,76 ,4,Excelente,5,ás de 30 años,255.000 COP,"4.144.736,84",Calle 152 A N. 46- 15 Apto 537,Mazuren,Bogotá,"Bogotá, d.c.","['En conjunto cerrado', 'Portería / Recepción', 'Salón Comunal', 'Vigilancia', 'Zona Infantil', 'Zonas Verdes', 'Citófono', 'Cocina Integral', 'Instalación de gas', 'Colegios / Universidades', 'Parques cercanos', 'Supermercados / C.Comerciales']",315.000.000,"Apartamento en Mazurén 04, 5to piso, 3 alcobas amplias e iluminadas, 2 baños, cocina integral, zona de lavandería, parqueadero, bicicleteros, salón comunal, zonas de esparcimiento, cancha de basquetbol y microfutbol integrada únicas en la zona de manera privada, conjunto residencial muy tranquilo, cerca al transporte público Transmilenio, rutas SITP, centro comercial y supermercado Olímpica cercanos.",7551466.0,16,2023-01-27 11:47:42.722064,,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/mazuren/bogota/7551466
